store_id,food_category,food_item,expiry_date,todays_date,quantity,unit
8,Dairy,Yogurt,2025-04-13,2025-04-08,26,kg
8,Packaged,Cereal,2025-05-14,2025-04-08,21,pieces
8,Beverages,Water,2025-05-01,2025-04-08,14,liters
8,Dairy,Cheese,2025-04-09,2025-04-08,40,pieces
8,Bakery,Bread,2025-04-09,2025-04-08,5,liters
8,Bakery,Bagel,2025-04-10,2025-04-08,28,kg
8,Beverages,Soda,2025-04-27,2025-04-08,18,pieces
8,Seafood,Shrimp,2025-04-12,2025-04-08,46,liters
8,Packaged,Rice,2025-05-26,2025-04-08,17,pieces
8,Seafood,Salmon,2025-04-10,2025-04-08,28,pieces
8,Beverages,Soda,2025-05-26,2025-04-08,22,packs
8,Dairy,Cheese,2025-04-12,2025-04-08,15,pieces
8,Beverages,Water,2025-05-06,2025-04-08,7,kg
8,Bakery,Bread,2025-04-12,2025-04-08,34,liters
8,Seafood,Tuna,2025-04-10,2025-04-08,48,liters
8,Produce,Apples,2025-04-12,2025-04-08,6,kg
8,Bakery,Bagel,2025-04-09,2025-04-08,37,pieces
8,Meat,Beef,2025-04-13,2025-04-08,43,pieces
8,Packaged,Cereal,2025-05-03,2025-04-08,25,liters
8,Meat,Chicken,2025-04-12,2025-04-08,7,liters
8,Beverages,Orange Juice,2025-05-21,2025-04-08,49,liters
8,Packaged,Pasta,2025-04-30,2025-04-08,6,packs
8,Packaged,Pasta,2025-05-18,2025-04-08,46,packs
8,Frozen,Ice Cream,2025-05-10,2025-04-08,24,packs
8,Packaged,Cereal,2025-05-16,2025-04-08,2,pieces
8,Frozen,Frozen Vegetables,2025-05-28,2025-04-08,20,pieces
8,Beverages,Soda,2025-06-05,2025-04-08,42,packs
8,Frozen,Ice Cream,2025-05-29,2025-04-08,48,packs
8,Beverages,Water,2025-04-28,2025-04-08,25,packs
8,Seafood,Tuna,2025-04-12,2025-04-08,5,kg
8,Packaged,Pasta,2025-05-29,2025-04-08,36,kg
8,Packaged,Cereal,2025-05-18,2025-04-08,41,kg
8,Produce,Lettuce,2025-04-10,2025-04-08,23,liters
8,Dairy,Yogurt,2025-04-13,2025-04-08,35,pieces
8,Frozen,Ice Cream,2025-06-23,2025-04-08,36,liters
8,Frozen,Frozen Vegetables,2025-06-01,2025-04-08,23,kg
8,Beverages,Soda,2025-04-27,2025-04-08,29,kg
8,Frozen,Frozen Pizza,2025-05-09,2025-04-08,38,liters
8,Packaged,Pasta,2025-05-23,2025-04-08,9,pieces
8,Meat,Beef,2025-04-10,2025-04-08,44,liters
8,Produce,Bananas,2025-04-10,2025-04-08,17,packs
8,Dairy,Cheese,2025-04-11,2025-04-08,42,kg
8,Bakery,Bagel,2025-04-11,2025-04-08,11,packs
8,Frozen,Frozen Pizza,2025-06-02,2025-04-08,1,kg
8,Dairy,Cheese,2025-04-11,2025-04-08,44,pieces
8,Produce,Apples,2025-04-12,2025-04-08,4,pieces
8,Packaged,Rice,2025-05-13,2025-04-08,29,kg
8,Seafood,Shrimp,2025-04-10,2025-04-08,34,packs
8,Meat,Beef,2025-04-11,2025-04-08,1,kg
8,Meat,Chicken,2025-04-13,2025-04-08,14,packs
8,Seafood,Tuna,2025-04-13,2025-04-08,1,packs
8,Frozen,Frozen Vegetables,2025-06-05,2025-04-08,20,pieces
8,Seafood,Tuna,2025-04-11,2025-04-08,42,kg
8,Frozen,Frozen Vegetables,2025-05-15,2025-04-08,28,pieces
8,Meat,Chicken,2025-04-12,2025-04-08,25,kg
8,Packaged,Cereal,2025-05-25,2025-04-08,23,pieces
8,Produce,Apples,2025-04-12,2025-04-08,45,liters
8,Frozen,Ice Cream,2025-05-18,2025-04-08,31,pieces
8,Seafood,Salmon,2025-04-12,2025-04-08,29,pieces
8,Bakery,Bagel,2025-04-12,2025-04-08,26,liters
