store_id,food_category,food_item,expiry_date,todays_date,quantity,unit
9,Seafood,Mussels,2025-04-09,2025-04-08,5,kg
9,Seafood,Tuna Steaks,2025-04-10,2025-04-08,6,kg
9,Frozen,Frozen Burritos,2025-06-15,2025-04-08,12,packs
9,Frozen,Frozen Chicken Nuggets,2025-06-20,2025-04-08,16,boxes
9,Frozen,Frozen Peas,2025-07-05,2025-04-08,11,bags
9,Beverages,Apple Juice,2025-05-15,2025-04-08,14,liters
9,Beverages,Energy Drinks,2025-05-28,2025-04-08,22,cans
9,Beverages,Coconut Water,2025-05-20,2025-04-08,8,bottles
9,Bakery,Focaccia,2025-04-10,2025-04-08,5,loaves
9,Bakery,Cupcakes,2025-04-10,2025-04-08,15,pieces
9,Produce,Sweet Potatoes,2025-04-13,2025-04-08,20,kg
9,Produce,Mushrooms,2025-04-10,2025-04-08,8,kg
9,Produce,Limes,2025-04-12,2025-04-08,15,pieces
9,Produce,Watermelon,2025-04-12,2025-04-08,6,pieces
