store_id,food_category,food_item,expiry_date,todays_date,quantity,unit
6,Frozen,Frozen Spinach,2023-11-23,2023-10-05,8,packs
6,Frozen,Ice Cream Sandwiches,2023-11-24,2023-10-05,47,packs
6,Frozen,Frozen Waffles,2023-11-30,2023-10-05,20,packs
6,Frozen,Frozen Broccoli,2023-11-13,2023-10-05,9,packs
6,Frozen,Frozen Broccoli,2023-12-04,2023-10-05,18,packs
6,Frozen,Frozen Blueberries,2023-11-25,2023-10-05,1,packs
6,Frozen,Frozen Chicken Nuggets,2023-11-30,2023-10-05,41,packs
6,Frozen,Frozen French Fries,2023-11-15,2023-10-05,3,packs
6,Frozen,Vanilla Ice Cream,2023-12-19,2023-10-05,39,liters
6,Beverages,Iced Tea,2023-10-24,2023-10-05,44,liters
6,Beverages,Lemonade,2023-10-30,2023-10-05,23,liters
6,Beverages,Almond Milk,2023-10-25,2023-10-05,41,liters
6,Beverages,Chocolate Milk,2023-11-28,2023-10-05,28,liters
6,Beverages,Orange Juice,2023-10-24,2023-10-05,29,liters
6,Beverages,Ground Coffee,2023-10-20,2023-10-05,1,packs
6,Beverages,Almond Milk,2023-11-17,2023-10-05,27,liters
6,Beverages,Lemonade,2023-11-02,2023-10-05,21,liters
6,Beverages,Orange Juice,2023-11-30,2023-10-05,14,liters
6,Beverages,Lemonade,2023-11-25,2023-10-05,48,liters
6,Beverages,Almond Milk,2023-11-15,2023-10-05,39,liters
6,Beverages,Soy Milk,2023-12-04,2023-10-05,15,liters
