store_id,food_category,food_item,expiry_date,todays_date,quantity,unit
10,Meat,Beef Jerky,2025-05-15,2025-04-08,11,packs
10,Seafood,Sea Bass,2025-04-10,2025-04-08,7,kg
10,Seafood,Bay Scallops,2025-04-09,2025-04-08,9,kg
10,Seafood,Lobster Tails,2025-04-10,2025-04-08,4,kg
10,Seafood,Fish Fillets,2025-04-10,2025-04-08,11,kg
10,Seafood,Clams,2025-04-09,2025-04-08,6,kg
10,Frozen,Gelato,2025-06-15,2025-04-08,10,tubs
10,Frozen,Frozen Dumplings,2025-06-25,2025-04-08,18,packs
10,Frozen,Stir-Fry Vegetables,2025-06-20,2025-04-08,15,bags
10,Frozen,Frozen Pie Crust,2025-07-08,2025-04-08,8,packs
10,Frozen,Ice Cream Sandwiches,2025-06-28,2025-04-08,12,boxes
10,Frozen,Frozen Breakfast Bowls,2025-06-12,2025-04-08,16,packs
10,Frozen,Hash Browns,2025-06-22,2025-04-08,13,bags
10,Frozen,Edamame,2025-06-18,2025-04-08,9,bags
10,Frozen,Frozen Lasagna,2025-06-30,2025-04-08,7,trays
10,Beverages,Cranberry Juice,2025-05-12,2025-04-08,16,liters
10,Beverages,Sparkling Water,2025-06-08,2025-04-08,28,bottles
10,Beverages,Lemonade,2025-05-20,2025-04-08,18,liters
10,Beverages,Cold Brew Coffee,2025-05-15,2025-04-08,12,bottles
10,Beverages,Kombucha,2025-05-10,2025-04-08,14,bottles
10,Beverages,Protein Shakes,2025-05-28,2025-04-08,20,bottles
10,Beverages,Soy Milk,2025-05-18,2025-04-08,11,liters
10,Dairy,Kefir,2025-04-12,2025-04-08,7,bottles
10,Dairy,Blue Cheese,2025-04-13,2025-04-08,5,wedges
10,Bakery,Whole Grain Rolls,2025-04-11,2025-04-08,13,packs
10,Bakery,Rye Bread,2025-04-10,2025-04-08,9,loaves
10,Bakery,Lemon Tart,2025-04-09,2025-04-08,6,tarts
10,Produce,Dragon Fruit,2025-04-11,2025-04-08,7,pieces
10,Produce,Fennel,2025-04-12,2025-04-08,9,bulbs
10,Produce,Snow Peas,2025-04-10,2025-04-08,12,kg
10,Produce,Radicchio,2025-04-11,2025-04-08,5,heads
10,Produce,Leeks,2025-04-12,2025-04-08,10,bunches
10,Packaged,Farro,2025-05-30,2025-04-08,8,kg
10,Packaged,Coconut Milk,2025-05-25,2025-04-08,13,cans
10,Packaged,Chocolate Hazelnut Spread,2025-06-05,2025-04-08,9,jars
10,Packaged,Dried Apricots,2025-05-15,2025-04-08,11,packs
10,Meat,Pork Tenderloin,2025-04-11,2025-04-08,7,kg
10,Meat,Beef Short Ribs,2025-04-12,2025-04-08,9,kg
10,Seafood,Sardines,2025-04-10,2025-04-08,12,kg
10,Seafood,Swordfish Steaks,2025-04-10,2025-04-08,5,kg
10,Frozen,Frozen Spring Rolls,2025-06-18,2025-04-08,14,packs
10,Frozen,Açaí Packs,2025-07-01,2025-04-08,10,packs
10,Frozen,Tater Tots,2025-06-25,2025-04-08,11,bags
10,Beverages,Ginger Beer,2025-05-20,2025-04-08,15,bottles
10,Beverages,Hot Cocoa Mix,2025-06-10,2025-04-08,8,boxes
10,Beverages,Fruit Smoothies,2025-05-08,2025-04-08,12,bottles
10,Bakery,Challah Bread,2025-04-10,2025-04-08,4,loaves
10,Bakery,Fruit Tarts,2025-04-09,2025-04-08,10,pieces
10,Produce,Butter Lettuce,2025-04-11,2025-04-08,13,heads
10,Produce,Belgian Endive,2025-04-10,2025-04-08,6,packs
10,Produce,Passion Fruit,2025-04-12,2025-04-08,9,pieces
10,Produce,Pearl Onions,2025-04-13,2025-04-08,7,kg
