store_id,food_category,food_item,expiry_date,todays_date,quantity,unit
2,Dairy,Cream Cheese,2025-04-21,2025-04-07,10,packs
2,Pantry,Vinegar,2025-12-01,2025-04-07,8,liters
2,Produce,Cucumbers,2025-04-17,2025-04-07,20,kg
2,Meat,Duck Breast,2025-04-11,2025-04-07,4,kg
2,Bakery,Donuts,2025-04-10,2025-04-07,25,pieces
2,Pantry,Soy Sauce,2025-10-15,2025-04-07,12,bottles
2,Dairy,Parmesan Cheese,2025-05-01,2025-04-07,5,kg
2,Produce,Bell Peppers,2025-04-16,2025-04-07,18,kg
2,Meat,Bacon,2025-04-13,2025-04-07,14,packs
2,Bakery,Sourdough Bread,2025-04-11,2025-04-07,10,loaves
2,Dairy,Ghee,2025-05-15,2025-04-07,7,kg
2,Pantry,Honey,2026-03-01,2025-04-07,15,jars
2,Produce,Avocados,2025-04-14,2025-04-07,22,pieces
2,Meat,Ham,2025-04-12,2025-04-07,10,packs
2,Bakery,Cinnamon Rolls,2025-04-14,2025-04-07,18,pieces
2,Pantry,Mustard,2025-11-15,2025-04-07,10,bottles
2,Dairy,Ricotta Cheese,2025-04-23,2025-04-07,9,kg
2,Produce,Ginger,2025-04-20,2025-04-07,8,kg
2,Meat,Steak Mince,2025-04-10,2025-04-07,16,kg
2,Bakery,Baguette,2025-04-12,2025-04-07,15,loaves
2,Dairy,Condensed Milk,2025-05-01,2025-04-07,12,cans
2,Pantry,Jam,2025-12-15,2025-04-07,18,jars
2,Produce,Grapes,2025-04-15,2025-04-07,25,kg
2,Meat,Salami,2025-04-14,2025-04-07,11,packs
2,Bakery,Cupcakes,2025-04-13,2025-04-07,20,pieces
2,Pantry,Peanut Butter,2026-01-15,2025-04-07,14,jars
2,Dairy,Mozzarella,2025-04-24,2025-04-07,13,kg
2,Produce,Lemons,2025-04-19,2025-04-07,30,pieces
2,Meat,Chicken Thighs,2025-04-11,2025-04-07,17,kg
2,Bakery,Pizza Dough,2025-04-15,2025-04-07,16,packs
2,Dairy,Evaporated Milk,2025-04-28,2025-04-07,10,cans
2,Pantry,Ketchup,2025-11-01,2025-04-07,11,bottles
2,Frozen Foods,Frozen Peas,2025-06-01,2025-04-07,20,packs
2,Beverages,Orange Juice,2025-05-10,2025-04-07,15,cartons
2,Snacks,Potato Chips,2025-07-01,2025-04-07,30,bags
2,Canned Goods,Canned Corn,2026-02-15,2025-04-07,25,cans
2,Pet Food,Dog Food,2025-09-01,2025-04-07,10,bags
2,Baby Food,Baby Formula,2025-08-01,2025-04-07,12,cans
2,Personal Care,Shampoo,2026-03-15,2025-04-07,18,bottles
2,Household,Laundry Detergent,2026-01-01,2025-04-07,15,bottles
2,Frozen Foods,Frozen Pizza,2025-05-15,2025-04-07,10,boxes
2,Beverages,Soda,2025-06-01,2025-04-07,24,cans
