store_id,food_category,food_item,expiry_date,todays_date,quantity,unit
5,Seafood,Shrimp,2025-04-10,2025-04-07,36,Kg
5,Meat,Chicken,2025-04-08,2025-04-07,7,Kg
5,Produce,Apples,2025-04-17,2025-04-07,22,Kg
5,Produce,Carrots,2025-04-13,2025-04-07,45,Kg
5,Snacks,Cookies,2025-09-02,2025-04-07,39,Packs
5,Snacks,Cookies,2025-07-30,2025-04-07,31,Packs
5,Seafood,Salmon,2025-04-14,2025-04-07,31,Units
5,Beverages,Water,2025-09-13,2025-04-07,37,Packs
5,Dairy,Yogurt,2025-04-16,2025-04-07,26,Units
5,Meat,Pork,2025-04-11,2025-04-07,28,Units
5,Meat,Chicken,2025-04-11,2025-04-07,8,Kg
5,Bakery,Croissant,2025-04-11,2025-04-07,39,Kg
5,Snacks,Chips,2025-08-02,2025-04-07,31,Kg
5,Bakery,Bagel,2025-04-14,2025-04-07,28,Units
5,Meat,Beef,2025-04-15,2025-04-07,34,Units
5,Beverages,Soda,2025-07-31,2025-04-07,24,Kg
5,Meat,Beef,2025-04-13,2025-04-07,7,Packs
5,Dairy,Yogurt,2025-04-19,2025-04-07,23,Liters
5,Bakery,Bagel,2025-04-20,2025-04-07,42,Kg
5,Beverages,Water,2025-09-26,2025-04-07,27,Kg
5,Meat,Chicken,2025-04-16,2025-04-07,33,Units
5,Dairy,Cheese,2025-04-15,2025-04-07,22,Packs
5,Meat,Chicken,2025-04-16,2025-04-07,1,Liters
5,Bakery,Croissant,2025-04-18,2025-04-07,35,Liters
5,Bakery,Bread,2025-04-17,2025-04-07,10,Kg
5,Dairy,Yogurt,2025-04-17,2025-04-07,19,Packs
5,Produce,Apples,2025-04-16,2025-04-07,26,Liters
5,Seafood,Shrimp,2025-04-20,2025-04-07,30,Units
5,Beverages,Soda,2025-05-19,2025-04-07,30,Liters
5,Bakery,Bread,2025-04-19,2025-04-07,9,Kg
5,Snacks,Cookies,2025-09-16,2025-04-07,28,Kg
5,Produce,Bananas,2025-04-14,2025-04-07,43,Units
5,Seafood,Shrimp,2025-04-21,2025-04-07,16,Kg
5,Dairy,Yogurt,2025-04-09,2025-04-07,1,Units
5,Bakery,Bread,2025-04-19,2025-04-07,12,Kg
5,Bakery,Croissant,2025-04-15,2025-04-07,46,Liters
5,Dairy,Yogurt,2025-04-16,2025-04-07,31,Packs
5,Produce,Apples,2025-04-13,2025-04-07,50,Liters
5,Meat,Beef,2025-04-21,2025-04-07,48,Liters
5,Seafood,Tuna,2025-04-09,2025-04-07,41,Units
5,Snacks,Cookies,2025-09-26,2025-04-07,18,Kg
5,Dairy,Milk,2025-04-09,2025-04-07,31,Liters
5,Produce,Apples,2025-04-16,2025-04-07,40,Kg
5,Beverages,Juice,2025-07-25,2025-04-07,49,Packs
5,Meat,Pork,2025-04-11,2025-04-07,46,Units
5,Beverages,Water,2025-07-03,2025-04-07,25,Packs
5,Seafood,Shrimp,2025-04-18,2025-04-07,18,Liters
5,Produce,Bananas,2025-04-12,2025-04-07,2,Packs
5,Meat,Chicken,2025-04-18,2025-04-07,18,Units
5,Meat,Pork,2025-04-18,2025-04-07,1,Packs
5,Snacks,Nuts,2025-06-04,2025-04-07,50,Packs
5,Seafood,Shrimp,2025-04-08,2025-04-07,2,Liters
5,Snacks,Chips,2025-08-21,2025-04-07,49,Liters
5,Bakery,Bagel,2025-04-15,2025-04-07,16,Units
5,Dairy,Cheese,2025-04-21,2025-04-07,8,Kg
5,Dairy,Cheese,2025-04-18,2025-04-07,8,Kg
5,Produce,Carrots,2025-04-08,2025-04-07,2,Kg
5,Seafood,Tuna,2025-04-21,2025-04-07,13,Kg
5,Bakery,Croissant,2025-04-10,2025-04-07,45,Packs
5,Dairy,Cheese,2025-04-10,2025-04-07,27,Units
5,Dairy,Milk,2025-04-08,2025-04-07,19,Liters
