store_id,food_category,food_item,expiry_date,todays_date,quantity,unit
4,Meat,Lamb,2025-04-09,2025-04-07,20,Kg
4,Produce,Bananas,2025-04-13,2025-04-07,2,Kg
4,Bakery,Bagel,2025-04-10,2025-04-07,1,packs
4,Confectionery,Candy,2025-11-17,2025-04-07,15,packs
4,Dairy,Butter,2025-04-12,2025-04-07,44,liters
4,Produce,Apples,2025-04-10,2025-04-07,36,Kg
4,Seafood,Shrimp,2025-04-12,2025-04-07,50,Kg
4,Seafood,Shrimp,2025-04-11,2025-04-07,21,Kg
4,Seafood,Salmon,2025-04-12,2025-04-07,25,Kg
4,Dairy,Milk,2025-04-13,2025-04-07,23,liters
4,Bakery,Donut,2025-04-09,2025-04-07,16,packs
4,Produce,Bananas,2025-04-13,2025-04-07,42,Kg
4,Produce,Lettuce,2025-04-14,2025-04-07,49,Kg
4,Dairy,Milk,2025-04-13,2025-04-07,11,liters
4,Produce,Lettuce,2025-04-10,2025-04-07,42,Kg
4,Bakery,Bagel,2025-04-12,2025-04-07,49,packs
4,Meat,Pork,2025-04-12,2025-04-07,14,Kg
4,Seafood,Salmon,2025-04-09,2025-04-07,9,Kg
4,Meat,Lamb,2025-04-14,2025-04-07,16,Kg
4,Dairy,Milk,2025-04-15,2025-04-07,28,liters
4,Beverages,Tea,2025-04-28,2025-04-07,19,liters
4,Confectionery,Gum,2026-02-01,2025-04-07,39,packs
4,Produce,Apples,2025-04-12,2025-04-07,32,Kg
4,Produce,Oranges,2025-04-13,2025-04-07,46,Kg
4,Dairy,Butter,2025-04-16,2025-04-07,3,liters
4,Beverages,Water,2025-05-29,2025-04-07,15,liters
4,Confectionery,Gum,2025-11-10,2025-04-07,23,packs
4,Seafood,Shrimp,2025-04-08,2025-04-07,46,Kg
4,Confectionery,Chocolate,2025-09-13,2025-04-07,35,packs
4,Meat,Pork,2025-04-08,2025-04-07,38,Kg
4,Produce,Lettuce,2025-04-11,2025-04-07,12,Kg
4,Seafood,Tuna,2025-04-09,2025-04-07,19,Kg
4,Produce,Lettuce,2025-04-14,2025-04-07,24,Kg
4,Dairy,Milk,2025-04-11,2025-04-07,42,liters
4,Beverages,Water,2025-05-06,2025-04-07,16,liters
4,Dairy,Butter,2025-04-16,2025-04-07,6,liters
4,Produce,Lettuce,2025-04-13,2025-04-07,15,Kg
4,Confectionery,Cookie,2025-12-20,2025-04-07,31,packs
4,Meat,Beef,2025-04-13,2025-04-07,8,Kg
4,Confectionery,Gum,2026-01-12,2025-04-07,5,packs
4,Beverages,Water,2025-04-25,2025-04-07,27,liters
4,Beverages,Coffee,2025-05-24,2025-04-07,6,liters
4,Seafood,Salmon,2025-04-08,2025-04-07,19,Kg
4,Meat,Beef,2025-04-10,2025-04-07,34,Kg
4,Bakery,Muffin,2025-04-10,2025-04-07,28,packs
4,Beverages,Soda,2025-04-30,2025-04-07,39,liters
4,Produce,Apples,2025-04-13,2025-04-07,17,Kg
4,Produce,Bananas,2025-04-10,2025-04-07,6,Kg
4,Confectionery,Gum,2025-11-04,2025-04-07,14,packs
4,Meat,Pork,2025-04-08,2025-04-07,35,Kg
4,Dairy,Butter,2025-04-17,2025-04-07,25,liters
4,Seafood,Tuna,2025-04-11,2025-04-07,25,Kg
4,Produce,Bananas,2025-04-12,2025-04-07,39,Kg
4,Beverages,Tea,2025-06-05,2025-04-07,17,liters
4,Beverages,Soda,2025-05-31,2025-04-07,14,liters
4,Beverages,Tea,2025-05-09,2025-04-07,18,liters
4,Seafood,Cod,2025-04-12,2025-04-07,23,Kg
4,Dairy,Yogurt,2025-04-13,2025-04-07,26,liters
4,Bakery,Muffin,2025-04-09,2025-04-07,33,packs
4,Bakery,Bread,2025-04-09,2025-04-07,4,packs
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
